From	Entry	GeneID	Reviewed
HLA-DPB1	A0A3S6RJQ0		unreviewed
HLA-DPB1	A0A3S6RJQ3		unreviewed
HLA-DPB1	A0A3S6RJQ5		unreviewed
HLA-DPB1	A0A3S6RJQ8		unreviewed
HLA-DPB1	A0A3T0V948		unreviewed
HLA-DPB1	A0A3T0V952		unreviewed
HLA-DPB1	A0A455JSQ3		unreviewed
HLA-DPB1	A0A455JSR2		unreviewed
HLA-DPB1	A0A455JSR9		unreviewed
HLA-DPB1	A0A455JSS8		unreviewed
HLA-DPB1	A0A455JST8		unreviewed
HLA-DPB1	A0A455JSU5		unreviewed
HLA-DPB1	A0A455JSV7		unreviewed
HLA-DPB1	A0A455JU93		unreviewed
HLA-DPB1	A0A455JUA0		unreviewed
HLA-DPB1	A0A455JUA7		unreviewed
HLA-DPB1	A0A455JUB3		unreviewed
HLA-DPB1	A0A455JUC0		unreviewed
HLA-DPB1	A0A455JUC7		unreviewed
HLA-DPB1	A0A455JUD3		unreviewed
HLA-DPB1	A0A455JUD9		unreviewed
HLA-DPB1	A0A455JUM0		unreviewed
HLA-DPB1	A0A455JUM8		unreviewed
HLA-DPB1	A0A455JUN5		unreviewed
HLA-DPB1	A0A455JUP1		unreviewed
HLA-DPB1	A0A455JUQ0		unreviewed
HLA-DPB1	A0A455JUQ7		unreviewed
HLA-DPB1	A0A455JUR3		unreviewed
HLA-DPB1	A0A455JUS0		unreviewed
HLA-DPB1	A0A455JW08		unreviewed
HLA-DPB1	A0A455JW16		unreviewed
HLA-DPB1	A0A455JW22		unreviewed
HLA-DPB1	A0A455JW32		unreviewed
HLA-DPB1	A0A455JW40		unreviewed
HLA-DPB1	A0A455JW48		unreviewed
HLA-DPB1	A0A455JW56		unreviewed
HLA-DPB1	A0A455JW70		unreviewed
HLA-DPB1	A0A455JW76		unreviewed
HLA-DPB1	A0A455JW83		unreviewed
HLA-DPB1	A0A455JW90		unreviewed
HLA-DPB1	A0A455JW96		unreviewed
HLA-DPB1	A0A455JWA1		unreviewed
HLA-DPB1	A0A455JWA3		unreviewed
HLA-DPB1	A0A455JWA8		unreviewed
HLA-DPB1	A0A455JWB1		unreviewed
HLA-DPB1	A0A455JWB6		unreviewed
HLA-DPB1	A0A455JWB8		unreviewed
HLA-DPB1	A0A455JWC1		unreviewed
HLA-DPB1	A0A455JWC9		unreviewed
HLA-DPB1	A0A455JWD6		unreviewed
HLA-DPB1	A0A455JWE1		unreviewed
HLA-DPB1	A0A455JWE5		unreviewed
HLA-DPB1	A0A455JWF1		unreviewed
HLA-DPB1	A0A455JWF3		unreviewed
HLA-DPB1	A0A455JWF9		unreviewed
HLA-DPB1	A0A455JWG5		unreviewed
HLA-DPB1	A0A455JWH2		unreviewed
HLA-DPB1	A0A455JWH9		unreviewed
HLA-DPB1	A0A455JWI5		unreviewed
HLA-DPB1	A0A455JX80		unreviewed
HLA-DPB1	A0A455JX83		unreviewed
HLA-DPB1	A0A455JX87		unreviewed
HLA-DPB1	A0A455JX92		unreviewed
HLA-DPB1	A0A455JXA4		unreviewed
HLA-DPB1	A0A455JXA8		unreviewed
HLA-DPB1	A0A455JXB2		unreviewed
HLA-DPB1	A0A455JXB4		unreviewed
HLA-DPB1	A0A455R1A9		unreviewed
HLA-DPB1	A0A481PCB1		unreviewed
HLA-DPB1	A0A481PCC2		unreviewed
HLA-DPB1	A0A493QPA6		unreviewed
HLA-DPB1	A0A493QPA7		unreviewed
HLA-DPB1	A0A493QPA8		unreviewed
HLA-DPB1	A0A493QPA9		unreviewed
HLA-DPB1	A0A493QPB0		unreviewed
HLA-DPB1	A0A493QPB1		unreviewed
HLA-DPB1	A0A493QPB2		unreviewed
HLA-DPB1	A0A493QPB3		unreviewed
HLA-DPB1	A0A493QPB4		unreviewed
HLA-DPB1	A0A493QPB5		unreviewed
HLA-DPB1	A0A493QPB6		unreviewed
HLA-DPB1	A0A493QPB7		unreviewed
HLA-DPB1	A0A493QPB8		unreviewed
HLA-DPB1	A0A493QPB9		unreviewed
HLA-DPB1	A0A493QPC0		unreviewed
HLA-DPB1	A0A493QPC1		unreviewed
HLA-DPB1	A0A4D6C6X9		unreviewed
HLA-DPB1	A0A4D6DRD3		unreviewed
HLA-DPB1	A0A4D6DSG8		unreviewed
HLA-DPB1	A0A4D6PDH0		unreviewed
HLA-DPB1	A0A4D6PE58		unreviewed
HLA-DPB1	A0A4P2SSG3		unreviewed
HLA-DPB1	A0A4P2SSG5		unreviewed
HLA-DPB1	A0A4P2SSH3		unreviewed
HLA-DPB1	A0A4P2SSH4		unreviewed
HLA-DPB1	A0A4P2SSI3		unreviewed
HLA-DPB1	A0A4P2SSI4		unreviewed
HLA-DPB1	A0A4P2SSJ2		unreviewed
HLA-DPB1	A0A4P2SSJ3		unreviewed
HLA-DPB1	A0A4P2SSK2		unreviewed
HLA-DPB1	A0A4P2SSK3		unreviewed
HLA-DPB1	A0A4P2SSL2		unreviewed
HLA-DPB1	A0A4P2SSL3		unreviewed
HLA-DPB1	A0A4P2SSM1		unreviewed
HLA-DPB1	A0A4P2SSM4		unreviewed
HLA-DPB1	A0A4P2SSN1		unreviewed
HLA-DPB1	A0A4P2SSN3		unreviewed
HLA-DPB1	A0A4P2SSN5		unreviewed
HLA-DPB1	A0A4P2SSN7		unreviewed
HLA-DPB1	A0A4P2SSP3		unreviewed
HLA-DPB1	A0A4P2SSP4		unreviewed
HLA-DPB1	A0A4P2SSP7		unreviewed
HLA-DPB1	A0A4P2SSP8		unreviewed
HLA-DPB1	A0A4P2SSQ2		unreviewed
HLA-DPB1	A0A4P2SSQ4		unreviewed
HLA-DPB1	A0A4P2SSQ8		unreviewed
HLA-DPB1	A0A4P2SSQ9		unreviewed
HLA-DPB1	A0A4P2SSR4		unreviewed
HLA-DPB1	A0A4P2SSR8		unreviewed
HLA-DPB1	A0A4P2SSS3		unreviewed
HLA-DPB1	A0A4P2SSS4		unreviewed
HLA-DPB1	A0A4P2SSS8		unreviewed
HLA-DPB1	A0A4P2SST5		unreviewed
HLA-DPB1	A0A4P2SST7		unreviewed
HLA-DPB1	A0A4P2SSU5		unreviewed
HLA-DPB1	A0A4P2SSU7		unreviewed
HLA-DPB1	A0A4P2SSV0		unreviewed
HLA-DPB1	A0A4P2SSV5		unreviewed
HLA-DPB1	A0A4P2SSV8		unreviewed
HLA-DPB1	A0A4P2SSW2		unreviewed
HLA-DPB1	A0A4P2SSW5		unreviewed
HLA-DPB1	A0A4P2SSW9		unreviewed
HLA-DPB1	A0A4P2SSX1		unreviewed
HLA-DPB1	A0A4P2SSX7		unreviewed
HLA-DPB1	A0A4P2SSY1		unreviewed
HLA-DPB1	A0A4P2SSY6		unreviewed
HLA-DPB1	A0A4P2SSY9		unreviewed
HLA-DPB1	A0A4P2SSZ3		unreviewed
HLA-DPB1	A0A4P2SSZ6		unreviewed
HLA-DPB1	A0A4P2SSZ9		unreviewed
HLA-DPB1	A0A4P2ST02		unreviewed
HLA-DPB1	A0A4P2ST09		unreviewed
HLA-DPB1	A0A4P2ST26		unreviewed
HLA-DPB1	A0A4P2ST34		unreviewed
HLA-DPB1	A0A4P2ST40		unreviewed
HLA-DPB1	A0A4P2ST47		unreviewed
HLA-DPB1	A0A4P2ST52		unreviewed
HLA-DPB1	A0A4P2ST57		unreviewed
HLA-DPB1	A0A4P2ST63		unreviewed
HLA-DPB1	A0A4P2ST69		unreviewed
HLA-DPB1	A0A4P2ST75		unreviewed
HLA-DPB1	A0A4P2ST81		unreviewed
HLA-DPB1	A0A4P2ST87		unreviewed
HLA-DPB1	A0A4P2ST94		unreviewed
HLA-DPB1	A0A4P2STE8		unreviewed
HLA-DPB1	A0A4P2STF4		unreviewed
HLA-DPB1	A0A4P2STG3		unreviewed
HLA-DPB1	A0A4P2STH0		unreviewed
HLA-DPB1	A0A4P2STH5		unreviewed
HLA-DPB1	A0A4P2STI4		unreviewed
HLA-DPB1	A0A4P2STJ2		unreviewed
HLA-DPB1	A0A4P2STK0		unreviewed
HLA-DPB1	A0A4P2STK5		unreviewed
HLA-DPB1	A0A4P2STL2		unreviewed
HLA-DPB1	A0A4P2STL9		unreviewed
HLA-DPB1	A0A4P2STN1		unreviewed
HLA-DPB1	A0A4P2STN9		unreviewed
HLA-DPB1	A0A4P2STV0		unreviewed
HLA-DPB1	A0A4P2STV8		unreviewed
HLA-DPB1	A0A4P2STW6		unreviewed
HLA-DPB1	A0A4P2STX3		unreviewed
HLA-DPB1	A0A4P2STY2		unreviewed
HLA-DPB1	A0A4P2STY8		unreviewed
HLA-DPB1	A0A4P2STZ7		unreviewed
HLA-DPB1	A0A4P2SU06		unreviewed
HLA-DPB1	A0A4P2SU11		unreviewed
HLA-DPB1	A0A4P2SU21		unreviewed
HLA-DPB1	A0A4P2SU28		unreviewed
HLA-DPB1	A0A4P2SU35		unreviewed
HLA-DPB1	A0A4P2SU44		unreviewed
HLA-DPB1	A0A4P2SUG5		unreviewed
HLA-DPB1	A0A4P2SUH1		unreviewed
HLA-DPB1	A0A4P2SUH8		unreviewed
HLA-DPB1	A0A4P2SUI6		unreviewed
HLA-DPB1	A0A4P2SUJ4		unreviewed
HLA-DPB1	A0A4P2SUK0		unreviewed
HLA-DPB1	A0A4P2SUK5		unreviewed
HLA-DPB1	A0A4P2SUL3		unreviewed
HLA-DPB1	A0A4P2SUM1		unreviewed
HLA-DPB1	A0A4P2SUM9		unreviewed
HLA-DPB1	A0A4P2SUP0		unreviewed
HLA-DPB1	A0A4P2SUP6		unreviewed
HLA-DPB1	A0A4P2SUQ5		unreviewed
HLA-DPB1	A0A4P2SV09		unreviewed
HLA-DPB1	A0A4P2SV16		unreviewed
HLA-DPB1	A0A4P2SV27		unreviewed
HLA-DPB1	A0A4P2SV37		unreviewed
HLA-DPB1	A0A4P2SV47		unreviewed
HLA-DPB1	A0A4P2SV53		unreviewed
HLA-DPB1	A0A4P2SV61		unreviewed
HLA-DPB1	A0A4P2SV71		unreviewed
HLA-DPB1	A0A4P2SV81		unreviewed
HLA-DPB1	A0A4P2SV92		unreviewed
HLA-DPB1	A0A4P2SVA0		unreviewed
HLA-DPB1	A0A4P2SVA8		unreviewed
HLA-DPB1	A0A4P2SVB7		unreviewed
HLA-DPB1	A0A4P6MYC7		unreviewed
HLA-DPB1	A0A4P6N0S8		unreviewed
HLA-DPB1	A0A4P8DKV5		unreviewed
HLA-DPB1	A0A4P8DL77		unreviewed
HLA-DPB1	A0A4P8VNK6		unreviewed
HLA-DPB1	A0A4V0NPC6		unreviewed
HLA-DPB1	A0A4V0NPC7		unreviewed
HLA-DPB1	A0A4V0NPC8		unreviewed
HLA-DPB1	A0A4V0NPC9		unreviewed
HLA-DPB1	A0A4V0NPD0		unreviewed
HLA-DPB1	A0A4V0NPD1		unreviewed
HLA-DPB1	A0A4V0NPD2		unreviewed
HLA-DPB1	A0A4V0NPD3		unreviewed
HLA-DPB1	A0A4V0NPD4		unreviewed
HLA-DPB1	A0A4V0NPD5		unreviewed
HLA-DPB1	A0A4V0NPD6		unreviewed
HLA-DPB1	A0A4V0NPD7		unreviewed
HLA-DPB1	A0A4V0NPD8		unreviewed
HLA-DPB1	A0A4V0ZBI3		unreviewed
HLA-DPB1	A0A4Y5RZ60		unreviewed
HLA-DPB1	A0A4Y5UHA1		unreviewed
HLA-DPB1	A0A4Y5UXT1		unreviewed
HLA-DPB1	A0A4Y6ABQ6		unreviewed
HLA-DPB1	A0A4Y6GQZ9		unreviewed
HLA-DPB1	A0A513TZI1		unreviewed
HLA-DPB1	A0A5A4LHJ9		unreviewed
HLA-DPB1	A0A5A4LHL0		unreviewed
HLA-DPB1	A0A5A4LHL7		unreviewed
HLA-DPB1	A0A5A4LHM8		unreviewed
HLA-DPB1	A0A5A4LHN7		unreviewed
HLA-DPB1	A0A5A4LHP5		unreviewed
HLA-DPB1	A0A5A4LHQ3		unreviewed
HLA-DPB1	A0A5A4LHR2		unreviewed
HLA-DPB1	A0A5A4LHR8		unreviewed
HLA-DPB1	A0A5A4LHS9		unreviewed
HLA-DPB1	A0A5A4LHT5		unreviewed
HLA-DPB1	A0A5A4LHU4		unreviewed
HLA-DPB1	A0A5A4LHV8		unreviewed
HLA-DPB1	A0A5A4LHW6		unreviewed
HLA-DPB1	A0A5A4LHX6		unreviewed
HLA-DPB1	A0A5A4LHY8		unreviewed
HLA-DPB1	A0A5A4LHZ7		unreviewed
HLA-DPB1	A0A5A4LI07		unreviewed
HLA-DPB1	A0A5A4LIQ5		unreviewed
HLA-DPB1	A0A5A4LIR6		unreviewed
HLA-DPB1	A0A5A4LIS4		unreviewed
HLA-DPB1	A0A5A4LIS9		unreviewed
HLA-DPB1	A0A5A4LIT9		unreviewed
HLA-DPB1	A0A5A4LIV1		unreviewed
HLA-DPB1	A0A5A4LIW1		unreviewed
HLA-DPB1	A0A5A4LIX1		unreviewed
HLA-DPB1	A0A5A4LIY0		unreviewed
HLA-DPB1	A0A5A4LJ97		unreviewed
HLA-DPB1	A0A5A4LJA5		unreviewed
HLA-DPB1	A0A5A4LJB6		unreviewed
HLA-DPB1	A0A5A4LJC6		unreviewed
HLA-DPB1	A0A5A4LJD4		unreviewed
HLA-DPB1	A0A5A4LJE3		unreviewed
HLA-DPB1	A0A5A4LJF3		unreviewed
HLA-DPB1	A0A5A4LJG2		unreviewed
HLA-DPB1	A0A5A4LJG9		unreviewed
HLA-DPB1	A0A5A4LJH8		unreviewed
HLA-DPB1	A0A5A4LJQ6		unreviewed
HLA-DPB1	A0A5A4LJR9		unreviewed
HLA-DPB1	A0A5A4LJS7		unreviewed
HLA-DPB1	A0A5A4LJT7		unreviewed
HLA-DPB1	A0A5A4LJU4		unreviewed
HLA-DPB1	A0A5A4LJU8		unreviewed
HLA-DPB1	A0A5A4LJV9		unreviewed
HLA-DPB1	A0A5A4LJW6		unreviewed
HLA-DPB1	A0A5A4LJX5		unreviewed
HLA-DPB1	A0A5A4LKS5		unreviewed
HLA-DPB1	A0A5A4LKT4		unreviewed
HLA-DPB1	A0A5A4LKU3		unreviewed
HLA-DPB1	A0A5A4LKV2		unreviewed
HLA-DPB1	A0A5A4LKW0		unreviewed
HLA-DPB1	A0A5A4LKX2		unreviewed
HLA-DPB1	A0A5A4LKY3		unreviewed
HLA-DPB1	A0A5A4LKZ3		unreviewed
HLA-DPB1	A0A5A4LL04		unreviewed
HLA-DPB1	A0A5A4LM95		unreviewed
HLA-DPB1	A0A5A4LMC5		unreviewed
HLA-DPB1	A0A5A4LMF0		unreviewed
HLA-DPB1	A0A5A4LMI0		unreviewed
HLA-DPB1	A0A5A4LMK8		unreviewed
HLA-DPB1	A0A5A4LMN5		unreviewed
HLA-DPB1	A0A5A4LMQ1		unreviewed
HLA-DPB1	A0A5A4LMR2		unreviewed
HLA-DPB1	A0A5A4LMS8		unreviewed
HLA-DPB1	A0A5A4LMU1		unreviewed
HLA-DPB1	A0A5A4LMV8		unreviewed
HLA-DPB1	A0A5A4LMW4		unreviewed
HLA-DPB1	A0A5A4LMW9		unreviewed
HLA-DPB1	A0A5A4LMZ5		unreviewed
HLA-DPB1	A0A5A4LN20		unreviewed
HLA-DPB1	A0A5A4LN52		unreviewed
HLA-DPB1	A0A5A4LN83		unreviewed
HLA-DPB1	A0A5A4LNB4		unreviewed
HLA-DPB1	A0A5A4LNE1		unreviewed
HLA-DPB1	A0A5A4LU84		unreviewed
HLA-DPB1	A0A5A4LUA1		unreviewed
HLA-DPB1	A0A5A4LUB6		unreviewed
HLA-DPB1	A0A5A4LUC9		unreviewed
HLA-DPB1	A0A5A4LUP7		unreviewed
HLA-DPB1	A0A5A4LUR1		unreviewed
HLA-DPB1	A0A5A4LUS8		unreviewed
HLA-DPB1	A0A5A4LUU2		unreviewed
HLA-DPB1	A0A5A4LUW0		unreviewed
HLA-DPB1	A0A5A4M3I0		unreviewed
HLA-DPB1	A0A5A4M3I7		unreviewed
HLA-DPB1	A0A5A4M3J3		unreviewed
HLA-DPB1	A0A5A4M3K1		unreviewed
HLA-DPB1	A0A5A4M3K8		unreviewed
HLA-DPB1	A0A5A4M3L5		unreviewed
HLA-DPB1	A0A5A4M3M2		unreviewed
HLA-DPB1	A0A5A4M3N1		unreviewed
HLA-DPB1	A0A5A4M3N8		unreviewed
HLA-DPB1	A0A5A4M3P8		unreviewed
HLA-DPB1	A0A5B9GA83		unreviewed
HLA-DPB1	A0A5B9GCQ3		unreviewed
HLA-DPB1	A0A5B9QYT4		unreviewed
HLA-DPB1	A0A5B9R1C4		unreviewed
HLA-DPB1	A0A5C0ZTW3		unreviewed
HLA-DPB1	A0A5H2UDL7		unreviewed
HLA-DPB1	A0A5H2UDM5		unreviewed
HLA-DPB1	A0A5H2UDN3		unreviewed
HLA-DPB1	A0A5H2UDN9		unreviewed
HLA-DPB1	A0A5H2UDP8		unreviewed
HLA-DPB1	A0A5H2UDQ5		unreviewed
HLA-DPB1	A0A5H2UDR1		unreviewed
HLA-DPB1	A0A5H2UDR9		unreviewed
HLA-DPB1	A0A5H2UDS5		unreviewed
HLA-DPB1	A0A5H2UDT1		unreviewed
HLA-DPB1	A0A5H2UDT9		unreviewed
HLA-DPB1	A0A5H2UDU5		unreviewed
HLA-DPB1	A0A5H2UDV2		unreviewed
HLA-DPB1	A0A5H2UDV7		unreviewed
HLA-DPB1	A0A5H2UDX0		unreviewed
HLA-DPB1	A0A5H2UDY1		unreviewed
HLA-DPB1	A0A5H2UDY8		unreviewed
HLA-DPB1	A0A5H2UDZ5		unreviewed
HLA-DPB1	A0A5H2UE01		unreviewed
HLA-DPB1	A0A5H2UE10		unreviewed
HLA-DPB1	A0A5H2UE16		unreviewed
HLA-DPB1	A0A5H2UE25		unreviewed
HLA-DPB1	A0A5H2UE31		unreviewed
HLA-DPB1	A0A5H2UE39		unreviewed
HLA-DPB1	A0A5H2UE48		unreviewed
HLA-DPB1	A0A5H2UE53		unreviewed
HLA-DPB1	A0A5H2UE60		unreviewed
HLA-DPB1	A0A5H2UE68		unreviewed
HLA-DPB1	A0A5H2UE78		unreviewed
HLA-DPB1	A0A5H2UE86		unreviewed
HLA-DPB1	A0A5H2UE91		unreviewed
HLA-DPB1	A0A5H2UE96		unreviewed
HLA-DPB1	A0A5H2UEA6		unreviewed
HLA-DPB1	A0A5H2UEB4		unreviewed
HLA-DPB1	A0A5H2UEC4		unreviewed
HLA-DPB1	A0A5H2UED4		unreviewed
HLA-DPB1	A0A5H2UEE2		unreviewed
HLA-DPB1	A0A5H2UEE9		unreviewed
HLA-DPB1	A0A5H2UEF8		unreviewed
HLA-DPB1	A0A5H2UEG7		unreviewed
HLA-DPB1	A0A5H2UEH5		unreviewed
HLA-DPB1	A0A5H2UEI5		unreviewed
HLA-DPB1	A0A5H2UEJ2		unreviewed
HLA-DPB1	A0A5H2UEK1		unreviewed
HLA-DPB1	A0A5H2UEL1		unreviewed
HLA-DPB1	A0A5H2UEL6		unreviewed
HLA-DPB1	A0A5H2UEM6		unreviewed
HLA-DPB1	A0A5H2UEN6		unreviewed
HLA-DPB1	A0A5H2UEP5		unreviewed
HLA-DPB1	A0A5H2UEQ5		unreviewed
HLA-DPB1	A0A5H2UER4		unreviewed
HLA-DPB1	A0A5H2UES1		unreviewed
HLA-DPB1	A0A5H2UET0		unreviewed
HLA-DPB1	A0A5H2UEU1		unreviewed
HLA-DPB1	A0A5H2UEU7		unreviewed
HLA-DPB1	A0A5H2UEV5		unreviewed
HLA-DPB1	A0A5H2UGC5		unreviewed
HLA-DPB1	A0A5H2UGD1		unreviewed
HLA-DPB1	A0A5H2UGD8		unreviewed
HLA-DPB1	A0A5H2UGE6		unreviewed
HLA-DPB1	A0A5H2UGF2		unreviewed
HLA-DPB1	A0A5H2UGG1		unreviewed
HLA-DPB1	A0A5H2UGG6		unreviewed
HLA-DPB1	A0A5H2UGH5		unreviewed
HLA-DPB1	A0A5H2UGI4		unreviewed
HLA-DPB1	A0A5H2UGJ3		unreviewed
HLA-DPB1	A0A5H2UGK2		unreviewed
HLA-DPB1	A0A5H2UGK6		unreviewed
HLA-DPB1	A0A5H2UGL5		unreviewed
HLA-DPB1	A0A5H2UGM3		unreviewed
HLA-DPB1	A0A5H2UGN4		unreviewed
HLA-DPB1	A0A5H2UGP5		unreviewed
HLA-DPB1	A0A5H2UGQ3		unreviewed
HLA-DPB1	A0A5H2UGR7		unreviewed
HLA-DPB1	A0A5H2UGS6		unreviewed
HLA-DPB1	A0A5H2UGT5		unreviewed
HLA-DPB1	A0A5H2UGU4		unreviewed
HLA-DPB1	A0A5H2UGV5		unreviewed
HLA-DPB1	A0A5H2UGW5		unreviewed
HLA-DPB1	A0A5H2UGX4		unreviewed
HLA-DPB1	A0A5H2UGY4		unreviewed
HLA-DPB1	A0A5H2UGZ2		unreviewed
HLA-DPB1	A0A5H2UH00		unreviewed
HLA-DPB1	A0A5H2UH01		unreviewed
HLA-DPB1	A0A5H2UH12		unreviewed
HLA-DPB1	A0A5H2UH20		unreviewed
HLA-DPB1	A0A5H2UH30		unreviewed
HLA-DPB1	A0A5H2UH41		unreviewed
HLA-DPB1	A0A5H2UH53		unreviewed
HLA-DPB1	A0A5H2UH65		unreviewed
HLA-DPB1	A0A5H2UH78		unreviewed
HLA-DPB1	A0A5H2UH88		unreviewed
HLA-DPB1	A0A5H2UH99		unreviewed
HLA-DPB1	A0A5H2UHB1		unreviewed
HLA-DPB1	A0A5H2UHC3		unreviewed
HLA-DPB1	A0A5H2UHD2		unreviewed
HLA-DPB1	A0A5H2UHE6		unreviewed
HLA-DPB1	A0A5H2UHF7		unreviewed
HLA-DPB1	A0A5H2UHG5		unreviewed
HLA-DPB1	A0A5H2UHH5		unreviewed
HLA-DPB1	A0A5H2UHI6		unreviewed
HLA-DPB1	A0A5H2UHJ7		unreviewed
HLA-DPB1	A0A5H2UHK6		unreviewed
HLA-DPB1	A0A5H2UHL4		unreviewed
HLA-DPB1	A0A5H2UHM5		unreviewed
HLA-DPB1	A0A5H2UHN5		unreviewed
HLA-DPB1	A0A5H2UHP6		unreviewed
HLA-DPB1	A0A5H2UHR0		unreviewed
HLA-DPB1	A0A5H2UHS0		unreviewed
HLA-DPB1	A0A5H2UHS8		unreviewed
HLA-DPB1	A0A5H2UHT6		unreviewed
HLA-DPB1	A0A5H2US45		unreviewed
HLA-DPB1	A0A5H2US51		unreviewed
HLA-DPB1	A0A5H2US59		unreviewed
HLA-DPB1	A0A5H2US64		unreviewed
HLA-DPB1	A0A5H2US72		unreviewed
HLA-DPB1	A0A5H2US78		unreviewed
HLA-DPB1	A0A5H2US85		unreviewed
HLA-DPB1	A0A5H2US93		unreviewed
HLA-DPB1	A0A5H2USA0		unreviewed
HLA-DPB1	A0A5H2USA8		unreviewed
HLA-DPB1	A0A5H2USB6		unreviewed
HLA-DPB1	A0A5H2USC1		unreviewed
HLA-DPB1	A0A5H2USC6		unreviewed
HLA-DPB1	A0A5H2USD3		unreviewed
HLA-DPB1	A0A5H2USE0		unreviewed
HLA-DPB1	A0A5H2USF4		unreviewed
HLA-DPB1	A0A5H2USG5		unreviewed
HLA-DPB1	A0A5H2USH1		unreviewed
HLA-DPB1	A0A5H2USH7		unreviewed
HLA-DPB1	A0A5H2USI2		unreviewed
HLA-DPB1	A0A5H2USN4		unreviewed
HLA-DPB1	A0A5H2USN9		unreviewed
HLA-DPB1	A0A5H2USP5		unreviewed
HLA-DPB1	A0A5H2USQ5		unreviewed
HLA-DPB1	A0A5H2USR6		unreviewed
HLA-DPB1	A0A5H2USS1		unreviewed
HLA-DPB1	A0A5H2UST1		unreviewed
HLA-DPB1	A0A5H2UST6		unreviewed
HLA-DPB1	A0A5H2UT95		unreviewed
HLA-DPB1	A0A5H2UTA3		unreviewed
HLA-DPB1	A0A5H2UTB1		unreviewed
HLA-DPB1	A0A5H2UTB7		unreviewed
HLA-DPB1	A0A5H2UTC7		unreviewed
HLA-DPB1	A0A5H2UTD3		unreviewed
HLA-DPB1	A0A5H2UTE0		unreviewed
HLA-DPB1	A0A5H2UTG1		unreviewed
HLA-DPB1	A0A5H2UTH2		unreviewed
HLA-DPB1	A0A5H2UTH9		unreviewed
HLA-DPB1	A0A5H2UTI5		unreviewed
HLA-DPB1	A0A5H2UTJ2		unreviewed
HLA-DPB1	A0A5H2UTJ6		unreviewed
HLA-DPB1	A0A5H2UTN3		unreviewed
HLA-DPB1	A0A5H2UTN9		unreviewed
HLA-DPB1	A0A5H2UTP6		unreviewed
HLA-DPB1	A0A5H2UTQ1		unreviewed
HLA-DPB1	A0A5H2UTQ9		unreviewed
HLA-DPB1	A0A5H2UTR7		unreviewed
HLA-DPB1	A0A5H2UTS3		unreviewed
HLA-DPB1	A0A5H2UTT2		unreviewed
HLA-DPB1	A0A5H2UTU0		unreviewed
HLA-DPB1	A0A5H2UTU9		unreviewed
HLA-DPB1	A0A5H2UTV7		unreviewed
HLA-DPB1	A0A5H2UTW5		unreviewed
HLA-DPB1	A0A5H2UTX2		unreviewed
HLA-DPB1	A0A5H2UTY2		unreviewed
HLA-DPB1	A0A5H2UTY6		unreviewed
HLA-DPB1	A0A5H2UTY8		unreviewed
HLA-DPB1	A0A5H2UTZ4		unreviewed
HLA-DPB1	A0A5H2UU01		unreviewed
HLA-DPB1	A0A5H2UU08		unreviewed
HLA-DPB1	A0A5H2UU13		unreviewed
HLA-DPB1	A0A5H2UU19		unreviewed
HLA-DPB1	A0A5H2UU26		unreviewed
HLA-DPB1	A0A5H2UU31		unreviewed
HLA-DPB1	A0A5H2UU36		unreviewed
HLA-DPB1	A0A5H2UU46		unreviewed
HLA-DPB1	A0A5H2UU54		unreviewed
HLA-DPB1	A0A5H2UU62		unreviewed
HLA-DPB1	A0A5H2UU70		unreviewed
HLA-DPB1	A0A5H2UU77		unreviewed
HLA-DPB1	A0A5H2UU87		unreviewed
HLA-DPB1	A0A5H2UU96		unreviewed
HLA-DPB1	A0A5H2UUA2		unreviewed
HLA-DPB1	A0A5H2UUA9		unreviewed
HLA-DPB1	A0A5H2UUB8		unreviewed
HLA-DPB1	A0A5H2UUC7		unreviewed
HLA-DPB1	A0A5H2UUD4		unreviewed
HLA-DPB1	A0A5H2UUE3		unreviewed
HLA-DPB1	A0A5H2UUF3		unreviewed
HLA-DPB1	A0A5H2UUG1		unreviewed
HLA-DPB1	A0A5H2UUG8		unreviewed
HLA-DPB1	A0A5H2UUI1		unreviewed
HLA-DPB1	A0A5H2UUI7		unreviewed
HLA-DPB1	A0A5H2UUJ6		unreviewed
HLA-DPB1	A0A5H2UXG6		unreviewed
HLA-DPB1	A0A5H2UXH3		unreviewed
HLA-DPB1	A0A5H2UXH7		unreviewed
HLA-DPB1	A0A5H2UXI5		unreviewed
HLA-DPB1	A0A5H2UXP1		unreviewed
HLA-DPB1	A0A5H2UXP8		unreviewed
HLA-DPB1	A0A5H2UXQ4		unreviewed
HLA-DPB1	A0A5H2UXR2		unreviewed
HLA-DPB1	A0A5H2UXS0		unreviewed
HLA-DPB1	A0A5H2UXS3		unreviewed
HLA-DPB1	A0A5H2UXS9		unreviewed
HLA-DPB1	A0A5H2UXT8		unreviewed
HLA-DPB1	A0A5H2UXU5		unreviewed
HLA-DPB1	A0A5H2UXV1		unreviewed
HLA-DPB1	A0A5H2UXW0		unreviewed
HLA-DPB1	A0A5H2UXW8		unreviewed
HLA-DPB1	A0A5H2UXW9		unreviewed
HLA-DPB1	A0A5H2UXX4		unreviewed
HLA-DPB1	A0A5H2UXX6		unreviewed
HLA-DPB1	A0A5H2UXY2		unreviewed
HLA-DPB1	A0A5H2UXY4		unreviewed
HLA-DPB1	A0A5H2UXY7		unreviewed
HLA-DPB1	A0A5H2UXZ3		unreviewed
HLA-DPB1	A0A5H2UXZ6		unreviewed
