#15310-LN
#W7079
(L)PC6
1321N1-SLC23A3-KO-c6
1321N1-SLC23A3-KO-c7
1321N1-SLC24A5-KO-c4
1321N1-SLC25A21-KO-c13
1321N1-SLC25A21-KO-c7
1321N1-SLC26A10-KO-c2
1321N1-SLC26A10-KO-c5
1321N1-SLC26A2-KO-c3
1321N1-SLC26A2-KO-c7
1321N1-SLC2A10-KO-c11
1321N1-SLC2A10-KO-c6
1321N1-SLC2A3-KO-c18
1321N1-SLC2A3-KO-c21
1321N1-SLC2A3-KO-c4
1321N1-SLC35F5-KO-c10
1321N1-SLC35F5-KO-c11
1321N1-SLC35G2-KO-c11
1321N1-SLC35G2-KO-c13
1321N1-SLC37A2-KO-c3
1321N1-SLC37A2-KO-c7
1321N1-SLC43A3-KO-c3
1321N1-SLC43A3-KO-c6
1321N1-SLC4A8-KO-c4
1321N1-SLC4A8-KO-c6
1321N1-SLC6A9-KO-c3
1321N1-SLC6A9-KO-c5
1321N1-SLC8A1-KO-c4
1321N1-SLC8A1-KO-c7
1321N1-SLC9A9-KO-c10
1321N1-SLC9A9-KO-c6
1321N1-SV2A-KO-c14
1321N1-SV2A-KO-c17
1321N1-TUSC3-KO-c10
1321N1-TUSC3-KO-c4
1321N1-UCP2-KO-c3
1321N1-UCP2-KO-c5
1321N1-UCP3-KO-c13
1321N1-UCP3-KO-c16
1321N1/Cas9-hyg
1321N1/FFAR1
1321N1/P2Y1
1321N1/P2Y11
1321N1/P2Y12/Galpha15
1321N1/P2Y2
1321N1/P2Y4
1321N1/P2Y6
1328-1-8094
1328-1-8099
1328-1-8100
1328-8097
1328-8103
1328-8104
1328-8105
1328-8106
1328-8107
1328-8108
1328-8109
1328-8110
1328-8139
1328-8140
132BR
132P1
132P1 CD44+/CD90+
132P1 CD44+/CD90-
132P1 CD44-/CD90+
132P1 CD44-/CD90-
133 BLCL
1335-mel
13363
1338-mel
133BR
1340-1371
1340-8209
1340-8283
1340-8284
1340-8285
1340-8286
1340-8305
1340-8306
1340-8307
1340-8308
1340-8309
1340-8336
1340-8392
1345-8333
1345-8334
134BR
1351-mel
1352-mel
1354-8472
1354-8476
1359-mel
135BR
135MA
136-2
1362-mel
1363-EBV
1363-mel
13699
136MA
13703390
1375-4f1
1376-mel
1377-4f1
13781
137BR
1381B1
1383-mel
1383D2
1383D2-B2M-KO #1
1383D2-B2M-KO #2
1383D6
1387T
1388-mel
138BR
138D
138MA
139-CUMC/UF
1390-mel
1390B1
1390C1
1390G3
1390G3 AGVT (XX)
13914_1
13923M
13976036
139BR
13C1
1402P
1402R
140BR
141-LCL
141-LCL-MUC1
1411H
1411HRQmet
14169
141BR
141MA
142BR
142BRneo
143.98.2
14362M
143B
143B pML BK TK
143B rho-0 EtBr
143B rho-0#25
143B-GFP-HK2
143B.206
143BR
143BTK-
14433_1
14464M
144BR
145 BLCL
14513382
1455
145BR
1461T
146BR
146MA
147 BLCL
1479-mel
147BR
148 BLCL
1488-4f1
148BR
149 BLCL
1495-mel
149BR
149RCa
149RM
14C1
150 BLCL
150057
1507.2
151 BLCL
1510-CPTX
1510-EBV
1512-CPTX
1512-normal
1519-CPTX
1519-normal
151BR
1520-mel
15233_nov
152BR
1532-CPTX-1
1532-CPTX-2
1532-normal
1535-CPTX-1
1535-CPTX-2
1535-normal prostate
1535-seminal vesicle
15392M
153BR
1542-CPTX-1
1542-CPTX-2
1542-CPTX-3
1542-normal
1542-seminal vesicle
154BR
154MA
155BR
155MA
156 BLCL
1563
1568
1568M
156BR
156MA
157748
1579
157MA
158 BLCL
1580
1580WU
1581
1582
15876
1590
159BR
159MA
15b
15PC3
160 BLCL
160BR
160MA
161 BLCL
16106
1616-EB
1616-MUC1
1618-K
161BR
161MA-F
161MA-M
162MA
163 BLCL
16396M
163MA
164 BLCL
16471
164BR
164MA
1657
165BR
165TOR
166 BLCL
166-ME SK
166T
167 BLCL
168 BLCL
1685M
1687-4f2
169A [Human embryonal carcinoma]
169MA
16HBE14o-
16M3F10
17-14-C1
17-9-C1
17-94
170 BLCL
170-MG-BA
1704
17066
170BR
170MA
17142
171BR
17201
17249
17268
172MA
17330
17399
173TOR
1742
17457
17480
174BR
174MA
174TOR
175BR
1765-92
17697M
176MA
1777N Pr
1777N Rpmet
1783
17933/00
1795/4A
17978
17a
17b
180BR
180BRhTERT
180BRneo
180D
180T
182-PF SK
183 BLCL
1835_iPS1
1835_iPS2
184
184-hTERT
1847AD
18483
184A1
184A1N4
184A1N4-H
184A1N4-T
184A1N4-TH
184B5
184E6E7
18507
1858-mel a
1858-mel b
1858-mel c
18588M
186-NWT
18605
18656M
1872T
18732M
1873T
18a
18b
18c
18Nco
18T-iPSC
192B
192C
193 BLCL
1936-mel
194 BLCL
19418
1955-91
196 BLCL
1962-mel
196hT
197 BLCL
198VI
199 BLCL
1996
19BR
19f
19KW
19L3
19L4
1A2
1A9/CP10
1A9/T80
1A9PTX10
1A9PTX15
1A9PTX22
1B2C6
1B2E12
1BR.3.G
1BR.3.GN
1BR.3.N
1BR3
1C1 [Human LCL]
1C3D3
1C3IKEI
1Cc8
1E8 [Human leukemia]
1F42E31FG7
1G2
1G5 [Human Jurkat derivative]
1HAEo-
1L12
1L23
1L9
1SOD1-4
1SOD1-6
2-115-19
2-115-58
2-1D5
2-23
2-27-Ad
2.040 pRSV-T
2/11
200 BLCL
2004
2006042530
2008/C13*5.25
200D
201 BLCL
2012 [Human B-cell IHW]
2013
201B1
201B2
201B3
201B6
201B7
201B7 PITX2-EGFP knockin hiPSC clone 8-2
201B7-R334W
201T
202 BLCL
202002
203 BLCL
2041
2044L
2048-EBV
2048-mel
205 BLCL
205BR
2061H
207
20706M
20842M1
20842M2
20842P
2094
20b
20B8
20H11
2102EP
2102EP-R
2102ER
2106LN
2106T
211 BLCL
211-LCL
211-LCL-MUC1
211A
211B
211R
212 BLCL
212BR
213 BLCL
2130 mel
214 BLCL
214BR
215 BLCL
21545M
215BR
216 BLCL
21690
21768M
218A
219 BLCL
21B8
21MA
21MT-1
21MT-2
21NT
21PT
220 BLCL
2211M
222
222 BLCL
222TR
223 BLCL
224 BLCL
225 BLCL
225-G11
225C7
227 BLCL
228A
228BR
22B
22B-RFP
22MA
22Rv1
22Rv1 R
22Rv1-CabR1
22Rv1-CabR2
22RV1-EGFP
22RV1-Luc
22Rv1-SL
22Rv1-undup1
22Rv1-undup2
22Rv1-undup3
22RV1rYM155_300nM
230 BLCL
230699
23132/87
232-A4
232-B4
233 BLCL
234 BLCL
239 BLCL
239T
23C27
24131
242 BLCL
2427T
2429 CITED1:mCherry
2429 SIX2:EGFP
243
243H1
243H7
245 BLCL
246 BLCL
246B1
246B2
246B3
246B4
246B5
246B6
246G1
246G3
246G4
246G5
246G6
247 BLCL
2474/90
2498
24HM
25/1506
250 MK
250BR
251 BLCL
251BR
252 BLCL
2525T
25368 mel
253D
253F1
253F2
253F3
253F4
253F5
253G1
253G4
253J
253J laval
253J-BV
253J-Lung-IV
256 BLCL
2563
257 BLCL
259 BLCL
2599T
25MA
26/27
26258M
26396M
264040
26414M
2645-94
26586
266BR
2674T
2675T
267B1
267B1/Ki-ras
267BR
2681943
26931
2708
2710 mel
272E1
272E4
273T
277-LCL
2780AD
27b
27e
27X1
2800T
280599
287BR
28cNF
28SC-ES
29037
29182
292W
293 c18/DRD4
293 c18/EP4
293 EcR Shh
293 GTP-AC-free
293 N3S
293 TRE/Cont
293 TRE/FLAG-POLK
293-CD40
293-CD40L
293-CD40L-sCD40L
293-Db
293-Dual hSTING-A162
293-Dual hSTING-H232
293-Dual hSTING-R232
293-Dual mSTING
293-Dual Null
293-ESM
293-Hektor
293-hMyD88
293-IL-1RI
293-Kb
293-LA
293-M7
293-PERV-PK-CIRCE
293-SARS2-S
293-SARS2-S-dfur
293-SCARB2
293-VnR
293.STAT1 BAX KO
293_hEcad
293_hEcad/hSyn2
293_hSyn1
293_hSyn2
293_hSyn4
293/5-HT7/CRE-Luc
293/ACE2
293/ADORA1/Galpha15
293/ADRB3/CRE-Luc
293/AP1-luc
293/CFP
293/CHE-Fc
293/CRE-Luc
293/CREB-luc
293/CrmA
293/EP1
293/FP/Galpha15
293/GFP
293/GHRH/Galpha15
293/GNRHR/Galpha15
293/H1
293/hMD2-CD14
293/hNOD1
293/hNOD2
293/hTLR1-HA
293/hTLR1-TLR2
293/hTLR10-HA
293/hTLR2
293/hTLR2-CD14
293/hTLR2-HA
293/hTLR2-TLR6
293/hTLR3
293/hTLR3-HA
293/hTLR4-HA
293/hTLR4A
293/hTLR4A-MD2-CD14
293/hTLR5
293/hTLR5-CD14
293/hTLR5-HA
293/hTLR6-HA
293/KDR
293/LacZ
293/Luc
293/MC3/CRE-Luc
293/MCH1
293/mNOD1
293/mNOD2
293/mTLR1
293/mTLR1-TLR2
293/mTLR2
293/mTLR2-TLR6
293/mTLR3
293/mTLR4
293/mTLR4-MD2-CD14
293/mTLR5
293/mTLR6
293/mTLR9
293/NFkB-luc
293/NPY1
293/Null
293/pmiR-155
293/pmiR-K12-11
293/PTH2/CRE-Luc
293/SF
293/TP
293/YFP
2934M
2938
293AAV
293AD
293C18P
293EBNA-B55
293EL
293EL-APP-/-
293EL-APP*
293Flp-In T-REx MAPPIT
293GP
293GP/bsr
293GP/LZRNL
293LAP10
293LAP13
293LTV
293RC21
293RTV
293sars181A
293SGlycoDelete
293T cyno BCMA
293T cyno CCR6
293T cyno CD123
293T cyno CD137
293T cyno CD40
293T cyno CSF1R
293T cyno DLL3
293T cyno GITR
293T cyno LAG3
293T cyno OX40
293T cyno PDL1
293T dog CSF1R
293T dog GITR
293T ERR reporter
293T FOXP3
293T FOXP3Delta3
293T GNE
293T human B7H4
293T human BCMA
293T human CCR6
293T human CD123
293T human CD133
293T human CD137
293T human CD137L
293T human CD138
293T human CD154(CD40L)
293T human CD22
293T human CD25
293T human CD33
293T human CD40
293T human CD47
293T human CLDN18.1
293T human CLDN18.1-Flag
293T human CLDN18.2
293T human CLDN18.2-M4
293T human CSF1R
293T human CTLA4
293T human DLL3
293T human EGFR vIII
293T human Epcam
293T human FOLH1
293T human GPC3
293T human LAG3
293T human NRP1
293T human OX40
293T human OX40L
293T human PD-1
293T human PDL1
293T human PDL2
293T human PVR
293T human ROR1
293T human TIGIT
293T human TIM3
293T human TROP2
293T mouse CCR6
293T mouse CLDN18.2
293T mouse CSF1R
293T mouse GITR
293T NF-kb luciferase reporter
293T OS8
293T OS8-hB7H4
293T OS8-hPDL1
293T PCC/ERR reporter
293T R-Spondin1 expressing
293T rabbit CSF1R
293T rat CSF1R
293T rat GITR
293T-CEP4SIVtat
293T-EGFP
293T-FIX
293T-Luc
293T-Luc2-tdT
293T-mCherry
293T-PGC
293T-S
293T-tdT
293T/ACE2 [Japan 2021]
293T/ACE2 [USA 2003]
293T/APOBEC3G
293T/AT1
293T/GFP-Puro
293T/NFkB-luc
293T/NMU2
293T/pAPtag-4
293Ta
293TGPRT+R1
293TGPRT+R1-A
293TsiLL
293TT
293VgRXR
293XL/hTLR7
293XL/hTLR7-HA
293XL/hTLR8
293XL/hTLR8-HA
293XL/hTLR9
293XL/hTLR9-HA
293XL/mTLR7
293XL/null
2957/90
2974
297A1
297F1
297L1
29a
29b
29c
29d
29e
2A
2A3 [Human squamous cell carcinoma]
2B8 [Human Burkitt lymphoma]
2BI
2BN
2BNhTERT
2BNneo
2BS
2C012
2C067
2C076
2C087
2C088
2C089
2C090
2C092
2C100
2C101
2C114
2C116
2C118
2C122
2C123
2C4 [Human fibrosarcoma]
2C4 gamma1A
2C4 gamma1A/JAK2
2C4 gamma2A
2C4 gamma2A/JAK2
2C6 [Human fetal pancreas]
2CFSMEo-
2CFSMEo-/6REP-CFTR
2D9 [Human glioblastoma]
2DD
2E12 [Human/mouse hybridoma]
2F7
2fTGH
2fTGH-U1A
2fTGH-U2A
2fTGH-U3A
2fTGH-U4A
2fTGH-U4C
2fTGH-U5A
2fTGH-U6A
2L1
2LMP
2MAC
2SOD1-1
2SOD1-4
2V6.11
2XSB
3012T
3051/80
305M
30638
3072T
30733VTIS
30966M
31227ABO
31708
31854
3190T
3191T
31E9
31FSDNC14
32/32
32/37
3200P
32367
3248T
32511
32711
32R1
32R2
32R6
33365M
3394
340-RPE-11tv
3402P
343T
3445P
3446P
3448
3450
346D1
346E1
346E2
346F1
347BR
34893 2L
3498P
35.32
35020
3512P
3513P
3518
3519P
35285
3528P
3529P
3530P
3535P
3543P
3548P
3566P
3570P
3573P
35841
3585P
3590P
35919
35980
36
36 BLCL
3614
3620
3630
363G1
3640P
3669
3675
36777
368BR
37 BLCL
37057
37165 mel
371M
3750
37935
37S2.8
380
3808-1
38E6E7HFK
39 BLCL
390T
393S
393T
3962M
397-mel
397-mel/A31
3988M
399T
39As8
39As8Luc
39b
3A sub E
3A(tPA-30-1)
3A4Bla
3AB-OS
3ACFSMEo-
3Ao
3Ao/cDDP
3D5 [Human B-cell]
3D5 [Human melanoma]
3DD
3E10 [Human/mouse hybridoma]
3E9 [Human/mouse hybridoma against leukemia cell surface antigen]
3GC-C2
3HTEo-
3L1
3L6
3L9
3PNF_FiPSsv_PM_2
3PNF_SiPSsv_MM_11
3SOD1-1
3SOD1-4
3SOD1-7
4-1.10
4-11
4-1st
40 BLCL
402-91
402-91/ET
4022 mel
4023M
404C2
405VI
4087P
409B2
409B2 HCN4-EGFP/SHOX2-mCherry
40FSDNC15
411BR
411BRneo
41405
4143
414C2
418C1
41M
41M-cisR
41M:RD1694
41M47
42-MG-BA
421C1
426C2
427D4
427F1
428C2
42989
4330 mel
435.eB
43623
4405P
4473M
448-D100,10,1
44As3
44As3Luc
451F3
451Lu
451Lu-BR
451Lu-MR
45305
453A0
453B
453C2
453F2
454B1
454C2
454D1
454E2
454F1
457C1
46117
4686M
46BR
46BR.1G1
46BR.1N
46BRLigI
47 BLCL
471L
47BR
48 BLCL
48409 mel
485 colo can
486P
487
488
48BR
48BRhTERT
49 BLCL
491
49318 mel
49Z
4B9 [Human LCL mAb producing]
4BG
4BJ1
4BL
4D20.8
4F10 [Human EBV-transformed]
4G12 [Mouse hybridoma against human 65 kDa glycoprotein]
4LP-B4
4SKEL20
4Z-B-1
5-8F
5-8F/Erbitux
50-69
501-EBV
501-mel
51 BLCL
513D
513E
5175
518A1
518A2
518B
51FSDNC18
522-2666
526-mel
528 [Human melanoma]
530
533 OOS
537-EBV
537-mel
538-MG-BA
54BR
54N
54T [Human lung carcinoma]
54T [Human osteosarcoma]
551-iPS8
553-mel
553B-mel
558-D100,10,1
559/64-D100,10,1
56/10 A1
5637
5637 subclone 1A6
5637rCDDP1000
5637rGEMCI20
56FHTE8o-
575A
577MF
577ML
577MR
57L9
57L9Luc
5810P
585A1
585A1-B2M-KO
585A1-C7 #3-1
585A1-C7 #3-3
585B1
585B1-868
586-EBV
586-mel
587X
58As1
58As1mLuc
58As9
58As9Luc
591 [Human B-cell 12IHW]
591 [Human iPSC]
595
597
598RCC
59FSDNC3
59M
59M13
59SCV3
59SV3
59SV4
59SV9
5B1
5E9 TLK-2
5G2
5H7
5HL2
5HL2-B
5HL9
5HL9-4
5PNF_TDiPSsv_MM_4
5PNF_TDiPSsv_PM_6
6-10B
6.1.6
60
6005
600MPE
601
603
604A1
604A3
604B1
604B1-B2M-KO
606A1
606B1
607B
60905OM
60As6Luc
60FSDNC1
60H9(9)D10.E6
61
610
610A2
610B1
621-101
621NST
622C1
622E1
622G1
624-mel
624-mel/A31
624.28 Mel
624.38 Mel
6278
63 BLCL
633
634
638-F1
638-F2
639V
64-683
647V
648A1
648B1
64CP
64FSDNC1
654RM
655RM
65FSDNC2
65LO
66 [Human iPSC]
6613
6647
665A1
665A7
6661 hIPSC
6679 hIPSC
6686 hIPSC
6688 hIPSC
66LO
66MA
67 [Human iPSC]
67-1
677-mel
67BR
682B
6854M
686LN-M3e
686LN-M4e
686LN-R30
68LO
692D2
692E1
6938-1
697
697-EBV
697-mel
697-R
6CFSMEo-
6D6
6F11
6PNF_SiPSrv_PM_2
6T-CEM
6T-CEM20
7 mel
7-90T
7.107 pRSV-T
701-LCL
703A1
703B1
70BR
71 BLCL
71-31
71-5.2F9
711A1
711A5
711A6
711C1
716 SS MNV
71BR
729-mel
731-mel
74 BLCL
743E
744
744A2
744B9
751A3
751B4
751G
76 BLCL
76-2
769-P
76N
76N RhoA.G14V
76N RhoA.T19N
76N RhoA.T37A
76N RhoA.WT
76N-F2V
76NE6
76NE7
76T
77-1
77-3
77-4
77LO
77RD218
77RD224
77RD40
77RD6
78 BLCL
78-5
78-5j1
783E2
784T
786-M1A
786-M1B
786-M2A
786-M2B
786-O
786-O SAV1 clone 1
786-O SAV1 clone 2
786-O-Luc [JCRB]
786-O-Luc [Ubigene]
786-O/Cas9-hyg
786-O/Luc
786-OR
786-TGL
7898
78LO
79-1
793 OsSar RVV
794CSF
798-mel
798A3
798B2
79FSDNC1
79MA
79RD200
79RD220
79RD27
79RD257
7B1
7B6
7D7
7H10 [Human iPSC]
7H2
7H5
7H8
7H9
7KE2
7PEND24
7PNF_SiPSrv_PM_12
7SMOO32
7SuR
8-SVHCE
8-MG-BA
8029 DDP4
8029 NA
803YT
80MA
80RD143
80T
81-86T
81.3
81MA
81RD5
82-6
82-6pBlox
82.3
821A1
821B1
830-c
8305C
8328
8330-iPS-8
833K-E
833K-LC
836-mel
836B3
83MA
84 BLCL
84BR
84MA
84T
8505C
851129W
8540
8587
85As2
85As2mLuc
85HG-3
85HG-59
85HG-63
85HG-64
85HG-65
85HG-66
85MA
86 BLCL
86-11
86-14
86-2
86-4
86-5
86-6
86-7
86-8
8645
865-mel
866MT
8684
86HG39
86MA
87-1
87-13
87-2
87-3
87-4
87-5
87-6
8701-BC
8713
8714
8715
8716
8724
8732
879M
87HG28
87HG31
87RD102
88 BLCL
88-1 [Human skin fibroblast]
88-1 hTERT
88-2
88-2F
88-2FA
88-2T
88-3
88-6
8807
8823
883-mel
883L
888-EBV
888-mel
888A2 mel
894-mel
8959M
89MA
8E5(CEM)
8E7 [Human B-cell P.aeruginosa LPS mAB producing]
8H7 [Human hybridoma against P.aeruginosa LPS]
8HTEo-
90 BLCL
90-8
90.74
9007
90196B
90P
90P-hTERT
90PE6E7
91-5
91-6
911
91T
92-1 [Human bladder carcinoma]
92-1 [Human uveal melanoma]
92-2
92.1-A
92.1-B
93 BLCL
9304
936T
938-mel
93MA
93T449
94-10
9460M
94P0496
94T
94T778
950-5-BIK
952-mel
957E/hTERT
95RD28
95T1000
96-1
96-11
96-12
96-13
96-16
96-2
964 Lung
964 Skin
96-9
97-1 [Human bladder carcinoma]
97-10
97-15
97-18-I
97-21-M
97-24
97-29
97-5
97-6
97-7
98-4.9
98-43
98-6
987A12
987A3
987A7
989RM
98T
990RM
9923M
9927 AlS SIO
9923P
9B10
9C3 [Human lymphoblastoid]
9D10
9F12
9HTEo-
9HTEo-/Dx
9HTEo-/S
9L-27-9
9P-13-4
A-1095
A-1165
A-1207
A-1235
A-1306
A-1336
A-1383
A-1498
A-1589
A-1604
A-1617
A-1632
A-1663
A-1673
A-1684
A-1690
A-1698
A-172
A-1723
A-204
A-204/DasR
A-204/PazR
A-2095
A-2182
A-2233
A-2394
A-253
A-253 clone B2
A-253 clone B4
A-253 clone B9
A-253 clone D3
A-253 clone F11
A-2984
A-3008
A-3243
A-375
A-375 KRAS p.G13D
A-375 KRAS p.G13D-Luc2
A-375 MEK1 p.Q56P
A-375 NRAS p.Q61K
A-375 NRAS p.Q61K-Luc2
A-375-Luc
A-382
A-388
A-427
A-427F
A-431
A-431-Luc
A-431-Luc2
A-431-SF
A-498
A-498-Luc
A-549
A-673
A-673 clone Asp114
A-673 EHD1 KO
A-704
A-875
A-A946F
A-PTC
A-THP-1
A0001
A0010
A0022
A0026
A0031
A0031 iPS#23
A0031 iPS#34
A0031 iPS#64
A0042
A0050
A0055
A0058
A0065
A0072
A0082
A02-JLO
A03
A04-GEH
A05
A06-MLC
A07-RM
A08
A1 [Human leukemia]
A1 [Human ovarian carcinoma]
A10.7
A101D
A11 [Human melanoma]
A110L
A110L-B35
A12
A121(A)
A121(P)
A129L
A13
A14 [Human melanoma]
A14 [Thyroid adenoma]
A15 [Human melanoma]
A1502
A172/TMZ
A175
A1847
A1847/CP6
A1ATD patient 1 line 1
A1ATD patient 1 line 2
A1ATD patient 1 line 3
A1ATD patient 2 line 1
A1ATD patient 2 line 2
A1ATD patient 2 line 3
A1ATD patient 3 line 1
A2.1
A2/82
A2018
A204.1
A2058
A2058-RFP/H2B-GFP
A2058-RFP/H2B-GFP BrM
A206
A2095
A212
A224
A2243
A23-iPSC
A2774
A2780
A2780 LIN28B KO
A2780 PTX(128)
A2780 PTX(16)
A2780 PTX(32)
A2780 PTX(4)
A2780 PTX(64)
A2780 PTX(8)
A2780-1A9
A2780-CBDCA-R
A2780-cisR
A2780-DR
A2780-DX1
A2780-DX2
A2780-DX3
A2780-DX4
A2780-DX5
A2780-DX6
A2780-E(80)
A2780-M
A2780-SCA
A2780-TC1
A2780/100
A2780/ACR6
A2780/ACRP
A2780/AD10
A2780/ADDP
A2780/C100
A2780/C200
A2780/C30
A2780/C300
A2780/C50
A2780/C80
A2780/CBP
A2780/cDDP
A2780/CDDP
A2780/cmv
A2780/CP20
A2780/CP70
A2780/CP8
A2780/m175
A2780/m248
A2780/m273
A2780/R
A2780/S
A2780/Taxol
A2780/TPT
A2780AD
A2780ADR
A2780cis
A2780ME
A2780veliR
A2EN
A2L
A2L/AH
A3/Kawakami
A32-1
A364
A375 NRAS (Q61K/+/+)
A375 NY-ESO-1 High
A375 NY-ESO-1 Knockout
A375 NY-ESO-1 Low
A375 PLX/AZD-resistant
A375 Safe Harbor Landing Pad
A375 XPA-mutated clone A3
A375 XPA-mutated clone A9
A375 XPA-mutated clone B1
A375-12R5-1
A375-12R5-3
A375-12R5-5
A375-12R8-1
A375-12R8-3
A375-16R5-2
A375-16R5-5
A375-16R6-2
A375-16R6-3
A375-16R6-4
A375-C5
A375-C6
A375-eGFP-Puro
A375-ER-2
A375-Fluc-Neo/eGFP-Puro
A375-Fluc-Neo/hNIS-Puro
A375-Fluc-Puro
A375-hNIS-Neo/eGFP-Puro
A375-hNIS-Puro
A375-iRFP-Neo
A375-iRFP-Neo/Fluc-Puro
A375-iRFP-Neo/hNIS-Puro
A375-Luc-RFP
A375-Luc2
A375-M
A375-MA1
A375-MA2
A375-NTP-R
A375-P
A375-R
A375-R1
A375-RMR
A375-RMR SCH 0.25
A375-SM
A375-VR [2014]
A375-VR [2015]
A375.S2
A375/R
A375M1
A375M2
A375P-5
A375P-beta6/puro
A375PF11
A375S1
A375sci
A38-5
A388.6TG.c2
A388.6TG.c2.neoc1
A3R5.7
A4/Fukuda
A431 siYAP
A431 YAP-5SA
A431-AC3
A431-PR
A431/CDDP1
A431/CDDP2
A431/TPT
A431NS
A431PF
A4573
A4H12
A529L
A529L-CD80
A53T
A53T-1A
A53T-1A CORR28
A53T-1A CORR63
A53T-1C
A53T-1D
A547
A549 ATGL-KO
A549 B2M KO
A549 Cas9
A549 dCas9-KRAB
A549 dCas9-VPR
A549 DHODH-/-
A549 EGFR High
A549 EGFR Knockout
A549 EGFR Low
A549 EGFR Biosensor
A549 EGFRvIII High
A549 EML4-ALK
A549 EML4-ALK-Luc2
A549 GFP-CTNNB1 RFP-LMNB1
A549 GFP-EGFR
A549 GFP-SMAD4
A549 GFP-STAT1
A549 HIF1A -/-/-
A549 HLA-A*01:01
